,bay_top1,bay_top2,bay_top3,gnt_top1,gnt_top2,gnt_top3,match
869,0,1,2,3,4,0,False
870,0,1,2,3,4,0,False
871,1,4,2,0,4,3,False
872,0,1,2,4,0,1,False
873,0,1,2,4,1,0,False
874,0,1,2,4,3,0,False
875,0,1,2,4,0,3,False
876,0,1,2,4,3,0,False
877,2,3,1,4,3,0,False
878,0,3,1,0,4,3,False
879,2,4,1,0,3,4,False
880,0,1,2,1,4,0,False
881,3,1,2,3,4,0,False
882,0,1,2,3,4,0,False
883,0,1,2,0,3,4,False
884,0,1,2,3,0,1,False
885,2,1,0,0,3,4,False
886,1,2,3,4,3,2,False
887,0,3,1,4,0,3,False
888,1,0,2,0,4,3,False
889,1,0,2,3,0,4,False
890,1,3,4,0,3,4,False
891,1,3,2,0,3,4,False
892,1,3,4,0,4,3,False
893,0,1,2,0,4,3,False
894,0,1,2,3,4,0,False
895,0,1,2,3,4,0,False
896,0,1,2,0,4,3,False
897,0,1,2,4,0,3,False
898,1,2,3,3,0,4,False
899,0,1,2,0,3,4,False
900,1,0,2,4,3,0,False
901,0,1,2,4,1,3,False
902,0,1,2,4,3,0,False
903,0,1,2,0,4,3,False
904,3,0,1,0,4,3,False
905,2,0,1,3,4,0,False
906,0,1,2,4,0,3,False
907,2,0,1,4,3,0,False
908,0,1,2,4,3,0,False
909,3,2,4,3,1,0,False
910,0,1,2,4,0,1,False
911,0,1,2,4,3,0,False
912,0,2,1,0,4,3,False
913,0,1,2,4,0,3,False
914,0,1,2,3,4,0,False
915,3,1,2,4,0,3,False
916,1,0,2,4,1,0,False
917,1,3,0,3,4,0,False
918,1,0,2,0,4,3,False
919,0,1,2,3,2,0,False
920,1,2,3,4,1,3,False
921,0,1,2,0,4,3,False
922,4,1,0,0,3,4,False
923,2,0,1,4,3,0,False
924,4,1,3,0,3,4,False
925,0,1,2,0,3,4,False
926,0,1,4,0,4,3,False
927,3,0,1,4,0,1,False
928,0,1,2,3,4,0,False
929,0,1,2,4,3,0,False
930,1,3,4,0,3,4,False
931,1,2,3,4,0,3,False
932,2,0,1,4,0,3,False
933,0,1,2,3,4,0,False
934,0,1,2,0,3,4,False
935,0,4,2,4,1,0,False
936,0,1,2,3,0,4,False
937,1,3,4,3,0,4,False
938,0,1,2,4,0,3,False
939,2,4,0,3,4,0,False
940,4,0,1,0,3,4,False
941,3,0,1,4,3,0,False
942,0,1,2,0,3,4,False
943,1,0,2,3,4,0,False
944,0,3,1,4,0,1,False
945,1,0,2,4,1,0,False
946,4,1,2,0,4,3,False
947,1,4,2,0,3,4,False
948,0,1,2,0,4,3,False
949,1,2,3,3,0,4,False
950,2,4,0,3,4,0,False
951,0,1,2,0,4,3,False
952,0,2,1,3,0,4,False
953,1,0,3,4,3,0,False
954,1,3,4,0,3,4,False
955,0,1,2,4,3,1,False
956,1,4,0,0,3,4,False
957,0,1,2,0,4,3,False
958,1,3,4,0,3,4,False
959,0,1,2,0,4,3,False
960,0,1,2,0,2,3,False
961,0,1,2,0,4,3,False
962,3,1,4,1,0,2,False
963,2,4,0,4,0,1,False
964,0,1,4,0,3,4,False
965,0,1,2,4,3,0,False
966,3,1,4,0,4,3,False
967,4,1,3,0,4,3,False
968,0,1,2,3,0,1,False
969,0,1,2,4,3,1,False
970,0,1,2,4,3,0,False
971,0,1,2,0,3,4,False
972,0,1,2,4,0,1,False
973,0,1,2,0,4,3,False
974,3,0,1,4,1,0,False
975,3,4,0,4,3,0,True
976,3,0,1,4,0,1,False
977,2,0,1,4,0,3,False
978,1,3,4,0,3,4,False
979,0,2,1,4,1,3,False
980,1,2,3,4,1,3,False
981,0,1,2,3,4,0,False
982,3,0,1,4,0,3,False
983,3,0,1,3,0,4,False
984,0,3,4,4,3,0,True
985,0,1,2,4,3,0,False
986,0,1,2,4,3,0,False
987,1,2,3,0,3,4,False
988,1,2,3,0,3,4,False
989,0,4,1,1,4,3,False
990,0,1,2,3,0,4,False
991,0,1,2,0,3,4,False
992,0,1,2,4,1,3,False
993,0,1,2,3,4,0,False
994,0,1,2,4,3,0,False
995,2,1,0,0,4,3,False
996,0,1,2,0,4,3,False
997,1,0,2,3,4,0,False
998,1,2,4,4,3,0,False
999,0,1,2,3,4,0,False
1000,3,0,1,4,3,1,False
1001,1,2,3,4,1,0,False
1002,0,1,2,4,3,0,False
1003,1,2,0,0,3,4,False
1004,1,3,4,4,3,0,False
1005,2,4,1,0,4,3,False
1006,2,4,0,0,4,3,False
1007,1,0,2,4,1,0,False
1008,1,3,4,0,4,1,False
1009,0,1,2,4,3,0,False
1010,3,0,1,0,4,3,False
1011,0,1,2,4,1,0,False
1012,0,1,2,0,4,3,False
1013,1,3,4,4,3,0,False
1014,0,1,2,4,3,0,False
1015,3,0,1,4,0,3,False
1016,0,1,2,3,4,0,False
1017,1,2,3,0,4,1,False
1018,1,2,3,0,3,4,False
1019,1,2,3,0,4,3,False
1020,0,1,2,4,3,0,False
1021,1,2,4,3,4,0,False
1022,0,1,2,0,4,3,False
1023,1,2,3,0,1,3,False
1024,0,1,2,3,4,0,False
1025,0,1,2,3,4,0,False
1026,2,1,3,0,4,3,False
1027,0,1,2,3,0,1,False
1028,2,4,0,0,4,3,False
1029,1,2,3,4,3,0,False
1030,3,0,1,3,0,4,False
1031,0,1,2,3,4,0,False
1032,3,1,2,4,3,0,False
1033,0,1,2,0,3,4,False
1034,3,0,1,3,0,4,False
1035,1,3,4,4,3,0,False
1036,0,1,2,3,4,0,False
1037,3,1,2,4,0,1,False
1038,1,4,2,0,4,3,False
1039,0,1,4,0,1,2,False
1040,1,2,4,0,3,4,False
1041,0,3,1,4,3,0,False
1042,0,1,2,0,4,1,False
1043,0,1,2,3,4,0,False
1044,3,0,1,4,3,0,False
1045,3,4,0,4,0,3,True
1046,0,2,3,4,3,0,False
1047,0,1,2,3,4,0,False
1048,0,1,2,3,4,1,False
1049,1,2,3,0,3,4,False
1050,0,1,2,4,3,0,False
1051,0,1,4,0,3,4,False
1052,0,1,2,3,4,0,False
1053,3,0,1,0,4,3,False
1054,0,1,2,4,0,3,False
1055,0,1,2,4,3,0,False
1056,0,1,2,4,3,1,False
1057,0,1,2,0,1,3,False
1058,0,1,2,3,0,4,False
1059,0,1,2,4,0,3,False
1060,1,2,3,4,0,2,False
1061,1,2,3,0,4,3,False
1062,0,1,2,0,4,3,False
1063,0,1,2,4,0,3,False
1064,0,1,2,3,0,4,False
1065,0,1,2,3,4,0,False
1066,0,1,2,4,1,3,False
1067,0,1,2,4,3,0,False
1068,3,0,1,0,4,3,False
1069,0,2,1,4,0,3,False
1070,0,1,2,4,2,3,False
1071,3,0,1,4,3,0,False
1072,2,0,1,0,3,4,False
1073,0,1,2,4,3,0,False
1074,0,1,2,4,3,0,False
1075,0,1,2,3,4,0,False
1076,1,0,4,0,4,3,False
1077,0,2,4,4,0,3,False
1078,1,2,3,0,4,3,False
1079,0,1,2,4,3,0,False
1080,0,3,4,4,3,0,True
1081,1,3,4,0,3,1,False
1082,0,1,2,4,1,3,False
1083,0,1,2,4,0,3,False
1084,1,3,4,0,4,3,False
1085,1,3,4,0,4,3,False
1086,0,1,2,0,4,3,False
1087,0,1,2,4,0,3,False
1088,0,1,2,4,1,3,False
1089,4,0,1,0,4,3,False
1090,1,2,3,4,3,0,False
1091,2,4,3,4,0,1,False
1092,0,1,2,3,4,0,False
1093,2,0,1,4,3,0,False
1094,0,2,1,4,3,0,False
1095,0,1,2,4,0,3,False
1096,3,4,0,4,1,3,False
1097,0,1,2,4,3,0,False
1098,0,1,2,3,4,0,False
1099,1,2,3,0,4,3,False
1100,0,3,4,4,1,3,False
1101,1,0,4,4,1,0,True
1102,2,3,0,0,3,4,False
1103,0,1,2,0,2,3,False
1104,0,1,2,0,3,2,False
1105,3,0,1,3,4,0,False
1106,3,0,1,0,4,3,False
1107,2,0,1,2,0,3,False
1108,0,1,2,3,4,0,False
1109,0,3,1,4,0,3,False
1110,1,2,3,0,3,4,False
1111,0,1,2,4,3,1,False
1112,0,3,2,4,3,0,False
1113,1,2,4,0,3,4,False
1114,1,3,4,4,0,3,False
1115,1,2,4,0,4,3,False
1116,0,1,2,3,0,1,False
1117,0,1,2,4,3,0,False
1118,1,3,4,0,1,3,False
1119,3,0,1,3,4,0,False
1120,0,1,2,3,4,0,False
1121,2,0,1,4,0,3,False
1122,1,2,3,3,0,4,False
1123,1,3,4,4,3,0,False
1124,0,1,2,0,2,3,False
1125,1,3,4,4,3,0,False
1126,4,1,0,0,4,3,False
1127,2,4,0,4,3,0,False
1128,3,0,1,4,0,1,False
1129,1,2,3,3,0,4,False
1130,0,1,2,0,4,1,False
1131,1,2,3,4,0,3,False
1132,2,3,1,0,4,2,False
1133,1,0,2,3,4,0,False
1134,1,2,3,4,3,0,False
1135,3,0,1,4,0,1,False
1136,0,1,2,3,0,1,False
1137,0,1,2,4,0,1,False
1138,0,1,2,0,1,4,False
1139,1,2,3,0,3,4,False
1140,0,1,2,0,4,3,False
1141,2,3,0,0,4,3,False
1142,1,2,3,4,1,0,False
1143,0,1,2,0,3,1,False
1144,0,1,2,1,3,4,False
1145,0,3,2,4,0,3,False
1146,0,1,2,0,3,4,False
1147,0,1,2,4,3,0,False
1148,2,1,3,0,3,4,False
1149,1,0,2,3,4,1,False
1150,0,1,2,4,3,1,False
1151,0,1,2,4,1,0,False
1152,0,1,2,4,3,0,False
1153,0,1,2,0,4,3,False
1154,0,1,2,4,1,0,False
1155,0,2,1,4,0,1,False
1156,0,1,2,4,3,1,False
1157,4,1,2,0,1,3,False
1158,0,2,4,4,1,3,False
1159,1,2,3,4,3,0,False
1160,0,1,2,4,0,3,False
1161,1,3,4,0,3,4,False
1162,0,1,2,4,3,0,False
1163,0,1,2,3,1,4,False
1164,1,2,3,4,0,3,False
1165,2,0,1,0,3,4,False
1166,0,1,2,4,3,0,False
1167,0,2,3,4,0,3,False
1168,3,0,1,3,4,0,False
1169,1,3,4,0,4,3,False
1170,1,2,3,3,0,4,False
1171,0,1,2,3,4,0,False
1172,3,1,0,4,0,3,False
1173,0,1,2,4,3,1,False
1174,0,3,4,4,0,3,True
1175,1,2,3,3,0,1,False
1176,0,1,2,4,3,0,False
1177,0,1,2,3,4,0,False
1178,3,0,1,4,1,0,False
1179,0,1,2,0,1,4,False
1180,0,1,2,4,0,3,False
1181,2,0,1,0,3,1,False
1182,1,2,3,1,0,4,False
1183,0,1,2,0,3,4,False
1184,1,2,3,0,1,4,False
1185,0,1,2,4,3,0,False
1186,0,1,2,3,4,0,False
1187,0,1,2,4,3,0,False
1188,0,1,2,4,0,3,False
1189,0,1,2,4,3,1,False
1190,0,1,2,4,0,1,False
1191,0,1,2,4,3,0,False
1192,1,2,0,0,3,4,False
1193,0,3,2,4,0,3,False
1194,2,3,4,4,3,0,False
1195,0,1,2,0,3,4,False
1196,0,2,1,0,4,3,False
1197,0,1,2,3,4,0,False
1198,0,1,2,0,4,3,False
1199,0,1,2,4,3,0,False
1200,3,1,4,0,3,1,False
1201,1,3,4,0,3,4,False
1202,0,1,2,0,4,3,False
1203,0,1,2,4,3,0,False
1204,1,2,3,4,3,0,False
1205,0,1,2,4,3,0,False
1206,1,4,2,0,4,3,False
1207,0,1,2,3,4,0,False
1208,1,3,4,0,3,1,False
1209,2,0,1,4,0,3,False
1210,0,1,2,4,0,3,False
1211,0,1,2,4,0,1,False
1212,1,2,3,0,3,4,False
1213,1,2,3,0,4,3,False
1214,0,1,2,4,3,0,False
1215,2,1,3,4,1,0,False
1216,0,1,4,0,4,3,False
1217,0,1,2,4,0,3,False
1218,1,4,2,0,4,3,False
1219,3,1,4,4,1,0,False
1220,0,1,2,0,4,3,False
1221,4,1,2,4,0,1,False
1222,3,1,4,4,2,0,False
1223,3,1,2,0,1,4,False
1224,2,4,1,1,0,3,False
1225,0,1,2,4,0,3,False
1226,0,2,3,4,3,0,False
1227,3,2,1,4,1,0,False
1228,3,0,1,3,0,1,True
1229,0,1,2,4,3,0,False
1230,4,3,0,4,3,0,True
1231,4,0,1,0,3,4,False
1232,0,1,2,4,0,3,False
1233,0,1,2,4,0,3,False
1234,0,1,2,4,3,1,False
1235,1,2,3,0,1,4,False
1236,0,1,2,4,0,3,False
1237,2,4,0,4,3,0,False
1238,0,1,2,4,1,0,False
1239,0,1,2,4,3,0,False
1240,2,4,1,4,1,0,False
1241,1,2,4,4,0,3,False
1242,2,0,1,0,3,2,False
1243,0,1,2,3,4,0,False
1244,1,2,3,0,4,3,False
1245,1,2,3,4,3,0,False
1246,1,2,3,3,1,4,False
1247,1,4,3,0,3,4,False
1248,1,2,4,4,3,0,False
1249,0,1,2,0,1,4,False
1250,0,1,2,4,0,3,False
1251,2,4,0,4,0,3,False
1252,0,1,2,4,3,2,False
1253,3,4,0,4,0,3,True
1254,4,0,1,0,4,3,False
1255,0,1,2,4,3,0,False
1256,3,2,1,0,4,3,False
1257,1,2,3,0,4,3,False
1258,0,1,2,4,0,1,False
1259,1,3,4,0,3,4,False
1260,2,0,4,4,3,0,False
1261,1,3,4,4,0,3,False
1262,0,1,2,0,1,4,False
1263,0,2,1,4,0,3,False
1264,4,1,2,3,4,0,False
1265,1,3,4,4,1,0,False
1266,2,0,1,0,3,4,False
1267,3,0,1,4,0,3,False
1268,1,3,4,0,1,4,False
1269,0,1,2,4,3,1,False
1270,2,1,0,3,4,0,False
1271,1,3,4,4,0,3,False
1272,2,0,1,4,1,3,False
1273,0,1,2,4,3,0,False
1274,1,3,4,0,3,4,False
1275,1,3,4,4,1,3,True
1276,0,1,2,4,0,3,False
1277,1,2,3,3,4,1,False
1278,0,1,2,4,0,3,False
1279,3,1,2,3,0,4,False
1280,0,3,4,4,3,0,True
1281,2,4,0,0,4,3,False
1282,0,1,2,3,4,1,False
1283,0,1,2,1,4,0,False
1284,0,1,2,3,4,0,False
1285,1,3,4,4,1,0,False
1286,0,1,3,0,4,3,False
1287,2,1,3,0,4,3,False
1288,3,0,1,4,1,0,False
1289,1,2,3,0,4,3,False
1290,1,4,0,0,1,3,False
1291,2,0,1,0,4,3,False
1292,3,1,4,4,0,3,False
1293,1,3,4,0,3,1,False
1294,3,1,4,1,0,4,False
1295,0,1,2,4,3,0,False
1296,4,0,1,0,3,4,False
1297,3,0,2,4,0,3,False
1298,2,4,0,0,4,3,False
1299,0,1,2,0,4,3,False
1300,0,1,2,4,3,0,False
1301,0,1,2,4,3,0,False
1302,0,1,2,3,0,4,False
1303,2,0,4,4,3,0,False
1304,0,3,4,4,3,0,True
1305,0,1,2,0,4,3,False
1306,1,2,4,0,4,1,False
1307,1,0,2,4,0,3,False
1308,1,2,3,0,1,2,False
1309,0,2,1,4,3,0,False
1310,0,1,2,0,4,3,False
1311,1,2,3,0,4,1,False
1312,1,4,3,3,0,4,False
1313,1,2,3,0,3,4,False
1314,0,2,1,3,0,4,False
1315,2,1,4,4,3,0,False
1316,1,4,2,0,4,1,False
1317,3,0,1,4,1,0,False
1318,0,1,2,3,0,1,False
1319,0,1,2,4,3,0,False
1320,0,1,2,0,4,3,False
1321,1,2,4,0,4,3,False
1322,0,1,2,4,3,0,False
1323,0,1,2,3,4,0,False
1324,1,3,4,0,4,3,False
1325,0,2,1,0,2,4,False
1326,3,0,1,3,4,0,False
1327,1,3,4,4,3,0,False
1328,1,2,3,4,1,0,False
1329,3,0,1,0,3,4,False
1330,1,4,3,0,3,2,False
1331,1,3,4,3,0,4,False
1332,0,2,1,3,0,2,False
1333,1,3,4,4,3,0,False
1334,0,1,2,0,3,4,False
1335,4,1,2,4,0,1,False
1336,3,1,4,4,3,0,False
1337,0,2,1,0,4,3,False
1338,0,1,2,4,0,3,False
1339,3,0,1,4,2,3,False
1340,0,1,2,0,3,4,False
1341,0,1,2,4,3,1,False
1342,1,3,4,0,4,3,False
1343,0,1,2,4,0,1,False
1344,1,2,0,0,4,3,False
1345,0,1,2,3,4,1,False
1346,2,4,0,4,3,0,False
1347,0,1,2,3,4,0,False
1348,0,1,2,4,2,0,False
1349,0,1,2,3,0,4,False
1350,0,1,2,4,0,3,False
1351,0,2,1,3,4,0,False
1352,2,0,1,4,0,3,False
1353,0,3,1,4,3,2,False
1354,0,2,3,4,3,0,False
1355,1,2,0,4,0,3,False
1356,0,2,1,0,4,3,False
1357,0,2,4,4,3,1,False
1358,1,2,3,4,3,0,False
1359,0,1,2,0,4,3,False
1360,0,1,2,4,3,0,False
1361,0,1,2,0,3,1,False
1362,0,1,4,0,1,2,False
1363,0,1,2,0,3,4,False
1364,0,1,2,0,3,4,False
1365,3,0,1,3,4,0,False
1366,0,3,1,4,0,3,False
1367,1,2,3,0,4,3,False
1368,0,1,2,4,1,3,False
1369,1,3,4,4,0,3,False
1370,0,1,2,3,4,0,False
1371,1,2,3,0,1,4,False
1372,2,0,3,4,1,3,False
1373,0,1,2,3,0,4,False
1374,0,1,2,1,0,3,False
1375,0,1,2,3,4,0,False
1376,0,1,2,3,0,1,False
1377,0,1,2,4,3,1,False
1378,1,3,4,0,4,3,False
1379,0,1,2,0,4,3,False
1380,0,1,2,4,1,0,False
1381,1,4,3,0,4,3,False
1382,3,0,1,4,0,3,False
1383,1,2,3,4,0,3,False
1384,0,3,4,4,1,3,False
1385,1,2,3,0,3,4,False
1386,3,0,1,3,0,4,False
1387,3,0,1,4,0,3,False
1388,0,1,2,0,3,1,False
1389,2,3,0,3,4,1,False
1390,2,0,1,0,4,3,False
1391,0,3,1,4,0,3,False
1392,1,3,4,0,3,4,False
1393,0,1,2,0,3,4,False
1394,2,0,1,0,4,3,False
1395,0,1,2,0,4,3,False
1396,0,1,2,0,1,3,False
1397,0,1,2,0,4,3,False
1398,0,3,1,4,3,0,False
1399,0,1,2,1,4,0,False
1400,0,2,3,4,3,0,False
1401,0,1,2,0,3,4,False
1402,0,1,2,4,1,3,False
1403,0,1,2,3,4,0,False
1404,0,1,2,0,4,3,False
1405,0,1,2,4,3,0,False
1406,2,1,3,0,4,3,False
1407,2,1,3,0,4,3,False
1408,3,0,1,3,4,0,False
1409,0,2,1,4,3,2,False
1410,0,1,2,0,3,4,False
1411,1,3,2,0,3,4,False
1412,0,1,2,4,3,0,False
1413,1,2,3,3,1,0,False
1414,0,1,2,4,3,1,False
1415,4,0,1,4,1,3,False
1416,0,1,2,0,3,4,False
1417,2,3,1,4,0,1,False
1418,0,2,1,4,0,3,False
1419,1,2,3,0,4,3,False
1420,3,0,1,0,1,4,False
1421,0,1,2,3,4,0,False
1422,0,1,2,4,3,0,False
1423,2,4,0,4,3,0,False
1424,0,1,2,4,0,1,False
1425,1,2,3,4,0,1,False
1426,1,2,3,0,4,3,False
1427,1,3,0,4,3,0,False
1428,2,4,1,3,4,0,False
1429,1,2,4,4,0,3,False
1430,0,1,2,4,0,3,False
1431,0,1,2,4,0,3,False
1432,1,3,4,0,4,3,False
1433,2,4,0,3,4,0,False
1434,0,1,4,0,4,1,True
1435,1,0,2,4,3,0,False
1436,1,2,3,0,3,4,False
1437,1,0,2,0,3,2,False
1438,1,0,2,4,1,0,False
1439,1,2,4,4,3,1,False
1440,1,3,2,0,1,4,False
1441,0,1,2,3,4,0,False
1442,2,0,3,4,3,1,False
1443,0,3,4,4,0,3,True
1444,0,1,2,0,4,3,False
1445,1,2,3,0,1,3,False
1446,1,3,0,4,1,3,False
1447,1,0,2,0,3,4,False
1448,1,2,3,1,4,0,False
1449,1,2,4,4,3,0,False
1450,0,1,2,0,4,3,False
1451,1,3,4,0,3,4,False
1452,1,0,2,4,3,0,False
1453,0,1,2,4,3,0,False
1454,1,2,3,3,0,4,False
1455,4,0,1,4,3,0,False
1456,3,0,1,4,3,0,False
1457,1,2,3,3,0,4,False
1458,4,1,3,0,3,1,False
1459,2,4,1,3,4,0,False
1460,3,1,4,0,1,4,False
1461,0,1,2,3,4,0,False
1462,2,4,0,3,4,0,False
1463,3,0,1,0,4,2,False
1464,3,0,1,4,1,3,False
1465,0,2,1,4,0,3,False
1466,1,2,3,0,4,1,False
1467,0,1,2,3,4,1,False
1468,0,3,4,4,0,3,True
1469,0,2,1,4,0,3,False
1470,3,0,4,4,0,3,True
1471,0,1,2,4,1,0,False
1472,4,1,2,0,4,3,False
1473,0,1,2,0,3,4,False
1474,1,2,3,4,0,3,False
1475,0,1,2,3,4,0,False
1476,0,1,4,0,3,4,False
1477,0,1,2,4,3,0,False
1478,1,3,4,4,3,0,False
1479,1,2,0,0,3,2,False
1480,3,0,1,4,0,3,False
1481,1,0,2,0,4,3,False
1482,0,1,2,3,4,0,False
1483,0,1,2,0,3,1,False
1484,0,1,2,3,4,0,False
1485,0,1,2,0,3,4,False
1486,1,2,3,3,4,0,False
1487,0,1,2,0,4,3,False
1488,0,1,2,4,3,0,False
1489,1,2,3,3,0,4,False
1490,3,4,0,4,0,1,False
1491,1,0,2,4,0,3,False
1492,0,2,1,0,4,3,False
1493,2,1,3,0,3,1,False
1494,0,2,1,4,3,0,False
1495,0,1,2,4,3,0,False
1496,0,1,2,4,0,1,False
1497,2,0,1,0,4,3,False
1498,0,1,2,0,1,3,False
1499,1,2,3,0,4,3,False
1500,0,1,2,4,3,0,False
1501,1,2,0,3,0,4,False
1502,0,1,2,1,0,4,False
1503,0,2,1,4,3,0,False
1504,1,2,3,4,0,3,False
1505,0,1,2,4,0,3,False
1506,4,1,2,0,3,4,False
1507,1,2,0,3,0,4,False
1508,0,2,1,4,3,0,False
1509,0,1,2,0,1,2,True
1510,3,0,1,0,4,3,False
1511,0,1,2,0,4,3,False
1512,4,1,3,0,3,4,False
1513,0,1,2,4,3,0,False
1514,0,1,2,0,3,4,False
1515,2,1,3,4,0,3,False
1516,3,0,1,4,3,0,False
1517,0,1,2,3,4,0,False
1518,3,4,1,0,4,1,False
1519,0,1,2,0,4,3,False
1520,0,1,2,0,4,3,False
1521,2,4,0,4,3,0,False
1522,0,1,3,4,3,0,False
1523,0,1,2,4,0,3,False
1524,1,4,0,0,3,4,False
1525,1,4,3,0,3,4,False
1526,2,4,1,4,3,0,False
1527,0,1,2,3,1,4,False
1528,1,2,3,4,3,0,False
1529,0,1,2,4,3,0,False
1530,0,1,2,4,1,0,False
1531,2,4,3,0,3,4,False
1532,0,3,1,3,0,4,False
1533,0,2,1,4,3,0,False
1534,1,2,3,4,0,3,False
1535,0,1,2,0,2,4,False
1536,1,0,2,4,3,0,False
1537,1,2,3,0,1,4,False
1538,1,2,3,4,0,3,False
1539,0,1,2,4,0,3,False
1540,0,1,2,0,3,4,False
1541,1,4,2,0,4,3,False
1542,2,4,1,4,3,0,False
1543,2,4,0,3,4,0,False
1544,0,1,2,3,0,4,False
1545,1,3,4,0,4,3,False
1546,0,1,2,4,1,0,False
1547,2,0,1,0,4,3,False
1548,1,4,0,0,3,4,False
1549,2,1,3,3,0,1,False
1550,0,1,2,1,3,0,False
1551,1,2,3,4,3,0,False
1552,3,0,1,4,0,3,False
1553,0,3,4,4,0,3,True
1554,3,1,2,0,4,3,False
1555,0,2,1,0,3,4,False
1556,0,3,1,4,0,3,False
1557,1,3,4,3,0,4,False
1558,2,0,1,4,3,0,False
1559,0,1,2,3,4,0,False
1560,1,0,2,0,4,1,False
1561,0,2,1,4,0,3,False
1562,0,1,2,3,4,1,False
1563,0,1,2,0,3,4,False
1564,1,3,4,0,3,4,False
1565,2,0,3,4,3,0,False
1566,3,1,2,4,0,3,False
1567,1,3,0,3,4,0,False
1568,4,1,3,0,4,3,False
1569,1,2,3,4,3,0,False
1570,1,2,3,0,4,3,False
1571,0,3,4,4,0,1,False
1572,3,0,1,0,2,4,False
1573,2,1,3,0,1,4,False
1574,0,1,2,4,0,3,False
1575,0,1,2,0,4,1,False
1576,0,1,2,3,4,2,False
1577,2,0,1,0,4,1,False
1578,0,1,2,0,3,4,False
1579,0,1,2,0,4,3,False
1580,0,1,2,4,1,0,False
1581,0,1,2,4,0,3,False
1582,1,2,4,0,1,4,False
1583,0,1,2,0,1,3,False
1584,0,1,2,4,0,3,False
1585,0,1,2,0,3,4,False
1586,1,0,2,3,1,0,False
1587,0,1,2,4,3,1,False
1588,2,1,4,4,1,0,False
1589,1,4,0,0,3,4,False
1590,0,1,2,4,3,0,False
1591,0,1,2,0,4,3,False
1592,1,2,3,4,0,2,False
1593,1,2,3,4,3,0,False
1594,0,1,2,0,3,4,False
1595,1,2,4,4,3,0,False
1596,0,2,4,4,3,0,False
1597,4,1,2,4,1,0,False
1598,1,2,3,3,0,4,False
1599,0,2,1,4,3,0,False
1600,0,1,2,4,0,3,False
1601,0,1,2,4,3,0,False
1602,2,4,0,4,3,0,False
1603,0,1,2,0,1,3,False
1604,0,1,2,0,4,3,False
1605,0,1,2,3,4,0,False
1606,2,0,1,3,4,0,False
1607,2,0,1,3,4,0,False
1608,0,1,2,3,4,0,False
1609,0,1,4,3,4,0,False
1610,0,1,3,4,3,0,False
1611,1,2,4,0,3,1,False
1612,1,3,4,3,0,4,False
1613,0,1,2,4,1,3,False
1614,2,0,1,0,1,4,False
1615,1,2,3,0,3,4,False
1616,0,1,2,4,0,3,False
1617,0,3,1,4,3,0,False
1618,0,1,2,4,0,1,False
1619,0,1,2,3,0,1,False
1620,4,1,2,0,4,3,False
1621,1,2,3,0,1,3,False
1622,0,1,4,0,4,3,False
1623,1,2,3,0,4,3,False
1624,0,3,4,0,4,3,True
1625,1,2,3,4,0,3,False
1626,2,1,0,0,3,4,False
1627,0,1,2,4,3,0,False
1628,1,2,3,0,1,3,False
1629,2,1,3,0,4,3,False
1630,2,4,0,4,3,2,False
1631,3,0,1,4,3,1,False
1632,3,0,1,0,1,3,True
1633,1,3,2,0,1,4,False
1634,0,1,2,4,3,0,False
1635,0,1,2,4,3,2,False
1636,0,1,2,4,0,3,False
1637,0,1,2,4,3,0,False
1638,1,3,4,0,4,3,False
1639,2,4,0,4,1,0,False
1640,1,2,4,0,3,4,False
1641,0,1,2,0,4,3,False
1642,0,1,2,4,0,3,False
1643,1,2,3,4,1,3,False
1644,0,1,2,4,3,0,False
1645,2,1,3,0,3,1,False
1646,0,1,2,4,1,0,False
1647,0,2,1,4,0,3,False
1648,0,1,2,3,4,0,False
1649,3,0,1,4,3,0,False
1650,2,0,1,4,3,1,False
1651,1,0,2,0,2,3,False
1652,0,1,2,3,0,4,False
1653,0,1,2,0,4,3,False
1654,0,1,2,4,3,0,False
1655,0,1,2,4,0,3,False
1656,3,0,1,3,0,4,False
1657,0,1,2,0,4,3,False
1658,0,1,2,4,3,0,False
1659,1,3,4,3,0,4,False
1660,0,1,2,4,0,3,False
1661,0,1,2,0,4,3,False
1662,1,2,3,1,0,4,False
1663,0,1,2,3,0,4,False
1664,0,1,2,3,4,0,False
1665,0,1,2,0,4,3,False
1666,1,0,2,4,0,1,False
1667,0,1,2,4,0,1,False
1668,0,1,2,4,3,1,False
1669,3,1,2,0,3,4,False
1670,1,2,3,0,4,1,False
1671,0,2,1,3,4,0,False
1672,0,1,2,0,1,3,False
1673,0,1,2,3,0,4,False
1674,2,4,0,3,4,0,False
1675,0,1,2,4,0,3,False
1676,4,0,1,3,0,4,False
1677,0,3,4,4,0,3,True
1678,0,1,2,3,1,0,False
1679,3,0,2,4,0,3,False
1680,0,1,2,4,1,3,False
1681,0,1,2,4,3,0,False
1682,0,1,2,4,0,3,False
1683,1,3,4,0,4,3,False
1684,2,4,0,4,1,0,False
1685,1,3,4,0,4,3,False
1686,2,1,3,0,4,3,False
1687,2,0,4,4,3,0,False
1688,0,2,1,0,4,3,False
1689,2,0,1,0,4,3,False
1690,1,2,4,4,3,2,False
1691,0,1,2,4,3,0,False
1692,1,2,3,3,1,0,False
1693,0,1,2,0,1,3,False
1694,0,1,2,4,1,3,False
1695,2,4,0,3,4,2,False
1696,0,1,2,0,4,3,False
