,index,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9
2143,2143.0,0.06801868133596366,0.18075046078058452,0.11717059179215289,0.12013635730960713,0.23791807103327808,0.09317671081986388,0.028832759972765312,0.09285831589976362,0.05017919143742502,0.010958859618595863
2144,2144.0,0.035333236728922385,0.31690280867837356,0.023696474816635435,0.05742685616190324,0.12456147429413156,0.02429865090184142,0.026261952523132785,0.31680184712439474,0.07268059463281738,0.0020361041378474855
2145,2145.0,0.10877241665261185,0.1497364654798395,0.14093636015110989,0.0676476504083803,0.12059785103717811,0.09250600361594027,0.21034652212997176,0.06071115605576402,0.03063621154433776,0.018109362924866344
2147,2147.0,0.26201833245339046,0.058127307423597945,0.11899910260874172,0.048394514713157546,0.14420952004271154,0.05059742577167601,0.09302950419156353,0.08042100819519588,0.1383585061520473,0.00584477844791808
2148,2148.0,0.06523107152997207,0.12253602940373164,0.2200811870251592,0.22596780014420964,0.04570200558319674,0.1537096160142218,0.08768847194883095,0.01996887724316429,0.05540741015731539,0.0037075309501981932
2149,2149.0,0.2946742839058928,0.08792932450172897,0.06401644355815758,0.06458241147266039,0.05758650093139964,0.0700447232293119,0.20990625997333986,0.06077893202430782,0.08995276490980489,0.0005283554933962153
2150,2150.0,0.014058759763049865,0.037300326442241294,0.16697727278836866,0.00736986538636523,0.07045728954043931,0.07773831428631917,0.5494222107074825,0.05158290874375357,0.016516113618825455,0.008576938723154893
2151,2151.0,0.17327906275303348,0.23540943547683185,0.06545893153318268,0.09593320179904717,0.09327483171548998,0.1330350122800747,0.11314068741925801,0.03276271204552145,0.05641421329179316,0.0012919116857673977
2152,2152.0,0.08118759271541445,0.10662332657091865,0.049723339760405647,0.43475388439616025,0.024430175781850028,0.07355510675952177,0.07061292371092973,0.07048194506177645,0.06346083907248104,0.025170866170541976
2153,2153.0,0.053690867804380774,0.43253381159005105,0.02885929446407521,0.11873386338359115,0.15812760853140279,0.03855091359053911,0.039757452588579933,0.03120621598884834,0.040294615395630104,0.058245356662901676
2154,2154.0,0.11416239363203215,0.34101972339328723,0.03457200392261438,0.09693068573059017,0.08020640294021084,0.10550143604554443,0.051141995678825436,0.11910496144786628,0.0562553994763329,0.001104997732696003
2155,2155.0,0.06319883056406568,0.43189769859947286,0.013912129547806379,0.01307974136853358,0.15117220793864014,0.15358630325333059,0.0477343425048534,0.02987791515436642,0.09146381356336247,0.004077017505568586
2156,2156.0,0.09890475967470182,0.049918408535612836,0.043160892450509095,0.07376201572241575,0.1828247012185517,0.062417485729588856,0.31396038931502207,0.06958997468364256,0.0562356275249703,0.049225745144985
2157,2157.0,0.13041921946071777,0.2002508808081889,0.11814455279497924,0.1636835385100775,0.06381531009954532,0.09313004685252148,0.07667501193451731,0.06321068818048824,0.08037575981751911,0.010294991541445237
2158,2158.0,0.0,0.2941322867357608,0.11764705882352934,0.0,0.0,0.0,0.05883890429352972,0.0,0.47055822073541537,0.058823529411764795
2159,2159.0,0.09128901178425439,0.2710223778405659,0.08121623770162195,0.10454757801642493,0.22026789980160782,0.1006181640315916,0.0548874075107772,0.047432259919826705,0.021790266970134014,0.006928796423195492
2160,2160.0,0.2404494143155058,0.01241483769017676,0.12616896340298556,0.06259185648405748,0.09377526982939739,0.16552643732893332,0.029556391647238826,0.0619674649736327,0.07899102956101375,0.12855833476705833
2161,2161.0,0.08896292802866462,0.09212671283131002,0.1913337281616997,0.12127923595852891,0.0389731000417948,0.16133245886923875,0.19032728327298754,0.02830645106845857,0.018801958464408824,0.06855614330290832
2162,2162.0,0.21527277881787962,0.01223156067891298,0.006287333427714275,0.12373006694924317,0.09458335574204488,0.0,0.08839212522988962,0.005280041302891214,0.08849626472072541,0.3657264731306987
2163,2163.0,0.018041956126072976,0.12538965312182918,0.027530663500402192,0.0,0.0021124180244729072,0.19450956368102842,0.013894795209493788,0.6138256912337424,0.0,0.004695259102958169
2164,2164.0,0.05471264997312436,0.3697147182573596,0.03745415018730976,0.07220215469658597,0.1349681005915527,0.07392306518888134,0.07993825598660068,0.08725396142370889,0.08349494472799043,0.006337998966886223
2165,2165.0,0.15306473544820468,0.13372174214110888,0.114288531202481,0.13279707416932918,0.056220384543267804,0.19891766089177576,0.05752505939515781,0.13169511791158814,0.01759808082172375,0.004171613475362875
2166,2166.0,0.03732558311748671,0.2807630616115962,0.025595238058614644,0.0930261779355838,0.18411362718115265,0.00123080642216751,0.023987460510583432,0.2391989819386194,0.08332875403458515,0.03143030918961042
2168,2168.0,0.1271498916821835,0.14173083554608087,0.266517516496779,0.09684460258117954,0.08048364970579583,0.09702922443893126,0.07985154176447394,0.04228055472301136,0.057254350739372066,0.010857832322192578
2169,2169.0,0.1416221559506706,0.09134569441995312,0.09032163103173622,0.08598549604567546,0.06936167489950794,0.11601223290093007,0.05582884908791786,0.10568817615865517,0.055133204929861096,0.18870088457509254
2170,2170.0,0.04751010712785278,0.257448675445463,0.07805623397898899,0.11339516110346853,0.08442144071349396,0.08414916656820251,0.19420353436256785,0.05298895604472839,0.07752122998479602,0.01030549467043788
2171,2171.0,0.1435332494356285,0.06030911978398789,0.27236281076818636,0.1393456491697703,0.03846636652723912,0.04182879414442892,0.06720499127155741,0.07073333270656719,0.06921831191914506,0.09699737427348928
2172,2172.0,0.2461283152652348,0.2593436782312433,0.0587309684467437,0.13574575605401026,0.06264032695424858,0.10199278594756978,0.03216251904600859,0.021257208002378937,0.07835051059986699,0.0036479314526948756
2173,2173.0,0.08058157988497264,0.18068790786125016,0.2410346418535234,0.0636943374800203,0.10868816460855735,0.033934245604288704,0.1536224128889671,0.03403934948912482,0.06260370601426223,0.04111365431503321
2174,2174.0,0.12475438473049116,0.080439214479581,0.15175586215947545,0.22992606435558893,0.10585518416366156,0.043992234814742584,0.13064908808703327,0.046875229093859036,0.07619098768840082,0.00956175042716631
2175,2175.0,0.06119162456497601,0.43302658546798617,0.04162395156417371,0.1016389957901234,0.06771352347487793,0.05889668330782104,0.09987013431351502,0.01862198288901155,0.1035607800786556,0.013855738548859674
2176,2176.0,0.06778649391329492,0.1320658326415158,0.07570205945341094,0.07410617901448792,0.022916389874763896,0.548743341206627,0.009998527996826208,0.02915876751720927,0.03756318527725945,0.0019592231046044917
2178,2178.0,0.3279702863402086,0.03789685614417459,0.1361192519866295,0.035321087359496246,0.06345763331035542,0.029392688460048486,0.07668387189976622,0.15258674558626428,0.0232362172124011,0.11733536170065552
2179,2179.0,0.4377914505055173,0.04793286933555856,0.03242369881406733,0.046998586703841064,0.10491775836759515,0.03686395920740251,0.12257213956953425,0.01929950895284478,0.13672641375530684,0.014473614788332128
2180,2180.0,0.10194402046423154,0.08297924499218347,0.1514114153708703,0.19270060509848913,0.058462956783402874,0.10186856352368641,0.14828838094633945,0.04414055218700081,0.07256049117267281,0.04564376946112321
2181,2181.0,0.10793936804174045,0.1143325953689627,0.15794476946255914,0.10341608609071648,0.20219992597232092,0.06375049755756529,0.11471032149521743,0.06308998857652609,0.0592202554779732,0.01339619195641828
2182,2182.0,0.10319341834956912,0.501456651774811,0.04481003937199242,0.03429333757686801,0.12507012682676233,0.08809736236740562,0.03801919072455165,0.0,0.053734054365730186,0.011325818642309705
2183,2183.0,0.13272500461052855,0.17927590247006767,0.11543600224637061,0.07058403034923492,0.056987294135350856,0.10139135441721102,0.24344770818349581,0.032946691533722025,0.041450790008773185,0.025755222045245323
2184,2184.0,0.11748336070184515,0.13371511915621162,0.12242911767584927,0.19856733322860054,0.07784075077056014,0.08849920906856354,0.07998304874311998,0.05752382398461467,0.09820041906986922,0.025757817600765676
2185,2185.0,0.23330814195663832,0.06924039184648116,0.0961672529338831,0.07562437785382203,0.1571885818139479,0.1731423667931074,0.07069351696135365,0.028278553409974514,0.06950319744427921,0.0268536189865126
2186,2186.0,0.06979832143330743,0.5208276662057,0.0031559967362957166,0.19707916686263205,0.009154111572204339,0.143275228111091,0.03286787171279726,0.00698196188794573,0.015528113156329525,0.001331562321696979
2187,2187.0,0.1956372289373732,0.058889498487504736,0.07277343378118449,0.09662863035433061,0.17641041804525112,0.08628114405502396,0.14464766227924894,0.04890727736465106,0.11327993245435924,0.006544774241072797
2188,2188.0,0.3974980491062296,0.06323332117322915,0.086787257246443,0.09023201979486536,0.06883358909028407,0.07381552956589688,0.07728269155240376,0.05044469890011583,0.0802258788627423,0.011646964707790192
2189,2189.0,0.1522987417421169,0.03742582874871145,0.001821738270874471,0.013554478182254737,0.06812734953773533,0.017670490552053802,0.638250893271529,0.05314632163001622,0.004674706749198421,0.013029451315509801
2190,2190.0,0.13373540100684,0.04634546412564789,0.11837622760354663,0.23104204839030776,0.06071414934740872,0.15129281222190438,0.15105208460667152,0.018115481556944864,0.08202276943585272,0.007303561704875572
2191,2191.0,0.31481870527355643,0.12919836573451643,0.03604907068993707,0.06024579570989383,0.19566250898966053,0.010750051862960665,0.16356011737374282,0.012753340102741683,0.06944229718110102,0.007519747081889364
2192,2192.0,0.2328778263706976,0.2119326656291825,0.008530624601964569,0.133354152319547,0.07398440151542783,0.10046136400853524,0.07789659732980107,0.06210013450018361,0.08159117491814712,0.017271058806513563
2193,2193.0,0.08390595670252375,0.32918427179446785,0.05772076743844656,0.06932280048575673,0.07347237733153,0.10980454247319436,0.17031441907442663,0.043583317446520796,0.0558106633391879,0.0068808839139453395
2194,2194.0,0.2636643206976215,0.04444594863328048,0.07221749636317351,0.20280114232566632,0.11466353091561374,0.0810068701252691,0.09174745582884145,0.05830325494482546,0.05032446799384458,0.020825512171863764
2195,2195.0,0.28468270417402897,0.11667672525384779,0.11115016458166654,0.09296164833318636,0.07026413389506253,0.03905723633782137,0.09109735651944997,0.14145647571908296,0.045902373439323026,0.006751181746530463
2196,2196.0,0.26995448094990404,0.036721997351552065,0.04656193123037351,0.14423267640212206,0.11600896981462071,0.11960523442766326,0.1084908771769334,0.024180213195046575,0.10396036914674048,0.03028325030504385
2197,2197.0,0.12192262376036818,0.11693442520288037,0.1985533198056793,0.07734738799706785,0.1514405502552055,0.15014295030131178,0.06882232116955801,0.01165818497252916,0.08648016056886632,0.016698075966533475
2198,2198.0,0.043671974555750906,0.19832310887090715,0.13784712908205352,0.12295590427289427,0.23819736520363277,0.09848413078694024,0.059310658719052146,0.046380938674381346,0.04673056023164112,0.008098229602746575
2199,2199.0,0.19939491873846762,0.3077256636147774,0.1426589874433366,0.037912315756621046,0.1318987815938833,0.03768302905700097,0.05770852315602286,0.00835829123340872,0.06763551622832388,0.009023973178157724
2200,2200.0,0.06554062186122413,0.07994813518916599,0.09090439690162314,0.326726912280297,0.08053512447479376,0.1152443466992141,0.08021794544001606,0.03842128056375642,0.0693993987062843,0.053061837883624965
2201,2201.0,0.03204707743458284,0.500639964171526,0.040690104660181844,0.10254719878122034,0.06912663034985322,0.10712039068255183,0.020992992346837117,0.0666138487678434,0.028407457491161532,0.03181433531424195
2202,2202.0,0.027217465616379655,0.5599694723278783,0.025174966833358868,0.0688315533501162,0.14996185567526116,0.08552430203257175,0.025704831647840327,0.02681800660013038,0.024693483936276864,0.006104061980186497
2203,2203.0,0.0780845475808507,0.311265687695791,0.05404206713299451,0.10863993069265138,0.08988506797812121,0.11383379788349554,0.07177734769981331,0.04633370114557099,0.12074252901031342,0.005395323180397912
2204,2204.0,0.049959875372554044,0.04178948163040388,0.12967890992858946,0.056080647158499475,0.032127327561648086,0.08649090814784369,0.1680856013707982,0.05313821674374477,0.3105486203792112,0.07210041170670729
2205,2205.0,0.1156589030225326,0.30858083491605703,0.0038253158954074306,0.057648906360363114,0.1527121162095419,0.08398802483625607,0.053242253520686775,0.1421044964958277,0.06209418355012698,0.02014496519320038
2206,2206.0,0.06349195968248686,0.49838830329687533,0.05200718221902824,0.045964356354435874,0.10082147364059563,0.03406369608770694,0.025360243000155276,0.06919148487320437,0.025152823203439874,0.08555847764207156
2207,2207.0,0.17791835976578949,0.10672981178555499,0.0605027405652203,0.13481746985754098,0.12890860968991388,0.09250045493509805,0.08341917179185111,0.044009129441351484,0.15172020426236865,0.019474047905311
2208,2208.0,0.03944842595797419,0.26934183648456783,0.29875585768911245,0.0456789536282651,0.016652321762148772,0.12612233234548043,0.05224748688393806,0.04114506471655928,0.10856070109886495,0.0020470194330889087
2210,2210.0,0.12014356243670221,0.11826859794020479,0.09034982324459713,0.089626666514275,0.17406653089488527,0.08824182544194777,0.13460300840018363,0.10627694031797172,0.07838283089369236,4.021391553998554e-05
2211,2211.0,0.23869763384159898,0.1309604141075884,0.10603825749257373,0.0922660552462885,0.13679101311360492,0.09931326515938352,0.0906134230542591,0.02736464131812371,0.058659001723081715,0.01929629494349745
2212,2212.0,0.07760893320928808,0.07761811928306667,0.13077737147068974,0.19922678911755148,0.07474417414076515,0.16048946713913825,0.046556500872255935,0.06667744281005447,0.16371198468502252,0.002589217272167681
2213,2213.0,0.02382365063820623,0.4636112573043342,0.07193088271029324,0.07325212415007205,0.17732535413916525,0.056593656882349234,0.023544949227398335,0.03195777694085339,0.06391512311319772,0.014045224894130482
2214,2214.0,0.13079385263027388,0.12496468605779557,0.14546006176585735,0.05281808621275119,0.06907403019058485,0.1076931292257676,0.092017742556251,0.08246993805963732,0.05432114214195514,0.14038733115912613
2215,2215.0,0.10256257909084052,0.19176465128778847,0.14164488211288595,0.08806336241093045,0.15780802070239955,0.03342317479792453,0.0664384440532603,0.1158274480000604,0.08778625580782715,0.014681181736082696
2216,2216.0,0.3101051678442057,0.06995737972175683,0.040043669871226456,0.010757945297061797,0.018484889744587348,0.13655196678404907,0.1640030259991989,0.15385776226539002,0.09013280427530171,0.006105388197222211
2217,2217.0,0.07989152667842217,0.26451284650613544,0.07236351523627399,0.030471650698771363,0.29423866090706363,0.06009889653829352,0.049670289581265924,0.04727588975928883,0.08338289944325573,0.01809382465122913
2218,2218.0,0.13893557862675038,0.06715331362701732,0.26583762914022,0.02040417513146573,0.03201383596900737,0.19294742820644867,0.0317198782848166,0.013674010228402086,0.18766492202741497,0.04964922875845676
2219,2219.0,0.14236445746229803,0.0503140341274977,0.014167326474054862,0.08048064155373287,0.1589311626601368,0.044078367511314956,0.09038224813997728,0.024373939169488497,0.29412733323288764,0.10078048966861138
2220,2220.0,0.0653693564227932,0.12146556935243558,0.07450529676479228,0.03222480699522124,0.044263877652097175,0.11126192157816284,0.04131170792893719,0.46992337297787296,0.03967409032768759,0.0
2221,2221.0,0.11834235672625673,0.1821229622089421,0.08309041044441903,0.11278785969637156,0.15189604644280108,0.05563201069508385,0.14635973588524648,0.025917115350339644,0.06532568004971835,0.05852582250082122
2222,2222.0,0.17093917886247284,0.055084475871657206,0.05863127857326026,0.16513992991383397,0.08975171797269603,0.03364664643751192,0.3304553067196378,0.001825893683327811,0.07035182290048046,0.024173749065121708
2223,2223.0,0.1349269857391161,0.08854700937395571,0.0740808826199925,0.08788057062804404,0.24402601380770478,0.07599616777537788,0.1677846708159991,0.05953620239342608,0.056402029534795804,0.010819467311588022
2224,2224.0,0.14493997459450542,0.060285357561287174,0.06656083660952253,0.1409983198225222,0.187179896217957,0.09150915183604946,0.21982631144553103,0.013965113241867902,0.06774946282855124,0.006985575842206181
2225,2225.0,0.14829874621752184,0.07515860009959183,0.07162702785423847,0.04133111494581086,0.09963640142869475,0.05884051722998017,0.23052100115443344,0.006933759620287951,0.2652486485868619,0.002404182862578756
2226,2226.0,0.13775196211409485,0.18199580606473897,0.015605475516856895,0.11977995213118793,0.023632720800703784,0.05790409468914019,0.22808412302386974,0.2160076494793418,0.014483343849233513,0.00475487233083224
2227,2227.0,0.39863041738329663,0.04441036501015861,0.08464573241491694,0.12703823211065537,0.08942511485593517,0.08667208652561703,0.07526553100740514,0.024881830738078262,0.06454529692358715,0.00448539303034972
2228,2228.0,0.08698620661157237,0.19115976915666433,0.06542909408220773,0.1028420251971433,0.08849814785606916,0.08024347838345525,0.19762227197108825,0.03321739117178513,0.14716750653269162,0.006834109037322985
2229,2229.0,0.060239007179705546,0.386264117244833,0.06617110356586234,0.07969846394954458,0.16341582295161108,0.05248350387708653,0.027645220393117783,0.04425177368398193,0.09661398296299392,0.023217004191263227
2230,2230.0,0.4209219286209832,0.040688336951276896,0.03539304062321219,0.04800339946785633,0.14440821547668922,0.08513831497471988,0.12942332667184508,0.012145378036065682,0.08361944742363416,0.0002586117537175127
2231,2231.0,0.0525994227943474,0.3650225673833632,0.16743298912358953,0.06301315450632698,0.12764248702432693,0.04604702445226779,0.06848693125081995,0.02231367179144892,0.06888029823208121,0.018561453441428045
2232,2232.0,0.12244834124563252,0.18790994665864846,0.03155918904971412,0.1339019331405985,0.14167018756777067,0.060843349694343525,0.0672160593293988,0.09552335477904274,0.11392726833858878,0.04500037019626195
2233,2233.0,0.048360854469568657,0.24920468809010315,0.11286213191071875,0.1681493937953919,0.1577121152225098,0.09696696315131456,0.04051416099581535,0.025988228624087173,0.0711632160869494,0.029078247653541334
2234,2234.0,0.0625630728458307,0.1142218710060527,0.020870368912984123,0.29580997634858364,0.020286648488349702,0.08899403459922581,0.10604383524845082,0.21978992820024035,0.06499447603242206,0.006425788317860153
2235,2235.0,0.10677480081913915,0.34194742241798665,0.027402573682749287,0.04687595660756219,0.12617661088627877,0.22834026789713285,0.04825412336914752,0.018174028318643846,0.056054216001359694,0.0
2236,2236.0,0.07474314925393825,0.06707217317915283,0.010741317822831394,0.04757890178509842,0.16895826910046113,0.3230686969642691,0.04019670493240539,0.05476644651359443,0.17606385622331042,0.03681048422493854
2237,2237.0,0.1989348124611655,0.048174780503007955,0.19670348601113288,0.09974582539332194,0.049052664495969206,0.17639124036252607,0.07557950450889543,0.016806025992319944,0.13738269558057248,0.0012289646910883674
2238,2238.0,0.014329237985745182,0.3245572686693624,0.01318480836388584,0.15774823189666476,0.0636489123706436,0.23195530533162018,0.07889782142018205,0.03263436602249699,0.010686612079235287,0.07235743586016365
2239,2239.0,0.09125758050611983,0.41407133169414123,0.08776840211761976,0.04249087683851579,0.07464679597783463,0.058028051007121245,0.03586743023476269,0.08163134404062013,0.017807119535934432,0.0964310680473303
2240,2240.0,0.139788907990087,0.09983546111429892,0.15819732492487315,0.06200429919313001,0.09931551030712149,0.06908380952948917,0.268375293121576,0.024754003687299252,0.05111459536865248,0.027530794763472498
2241,2241.0,0.06141966370864681,0.28519615007574817,0.05057626556417865,0.1227342095532087,0.06462743641622473,0.10763742591772213,0.07952144348962811,0.11675142000137013,0.045938962181466654,0.06559702309180605
2242,2242.0,0.2208866495582544,0.08985100853709667,0.06466784220686977,0.07680608426033844,0.15338089695017867,0.14249552636775922,0.06239954224469322,0.050220818225954325,0.13185605232395384,0.0074355793249014646
2243,2243.0,0.025417221821668765,0.34931228270668646,0.06779019279066284,0.049692073899552346,0.29559800096170374,0.08164704070984277,0.027115546187812027,0.04220916358181882,0.04362080486989103,0.017597672470361217
2244,2244.0,0.2474876501639009,0.06485873139710002,0.051039818237567744,0.15608585167318853,0.14736729127250656,0.03733767304774886,0.18184005871364461,0.025355839018621488,0.08516209357947713,0.0034649928962443215
2245,2245.0,0.3943301074074404,0.011647687168484654,0.05529462366045665,0.24456326124604066,0.028602188456363864,0.018643796391215106,0.22955886929926062,0.0028390701375003223,0.009576503188846335,0.004943893044391388
2246,2246.0,0.09157153178808403,0.3797017291122733,0.0154547717617446,0.0360942244744886,0.16821191897268906,0.1700226978382678,0.08288944168319817,0.008958439362846841,0.023710347064369534,0.023384897942037994
2247,2247.0,0.07773127655167257,0.11930338607585916,0.06947355845644583,0.14137100461644453,0.08643607366136963,0.13498539663641626,0.21317726644673457,0.045327420574611074,0.09613223235077764,0.016062384629668656
2248,2248.0,0.164561605673982,0.1061199637531344,0.0642933265272506,0.14814931116448604,0.1970508247857877,0.08359641385814717,0.08100235430863269,0.05676227164303856,0.07527329221101281,0.02319063607452793
2249,2249.0,0.1473241898975708,0.16268612669533547,0.06441245993515185,0.13004902147264116,0.08526305783882984,0.08608072941876224,0.05546926511983057,0.06756327129132135,0.19648781050471603,0.004664067825840734
2250,2250.0,0.11266747786245047,0.026387457702584327,0.04793330217598986,0.501975921485819,0.028752343928465506,0.05931787541116816,0.12213376864064626,0.08296661128509533,0.012347818634878537,0.005517422872902498
2251,2251.0,0.05800458690039759,0.2134970635661796,0.05501384508279973,0.13835995691487274,0.08997987135711186,0.11948901401373241,0.04974213025132048,0.07557352045950644,0.12588623371504717,0.07445377773903182
2252,2252.0,0.16952423960136467,0.05941450702815408,0.04221057974299326,0.06639237219033414,0.31441182579544136,0.029968602505593876,0.14507612893628508,0.03633415978197658,0.1339845233387604,0.0026830610790965297
2253,2253.0,0.09089341184740722,0.14008754094730025,0.09247693660994308,0.1082251972899466,0.26118571629955434,0.04491294913822241,0.08159825363904753,0.023721679734822268,0.08556348202570359,0.07133483246805283
2254,2254.0,0.26580581050713054,0.09108435705961056,0.08014761859605121,0.04756766261047421,0.23567915901348413,0.04629996195008053,0.13417092726318816,0.017683694208771437,0.052129705464349155,0.029431103326860122
2255,2255.0,0.044291718663084075,0.03431684150931228,0.36789354594134166,0.07852172070263101,0.20326041723024904,0.030259922627717806,0.1910594724802798,0.01097647814052203,0.032666516788452574,0.006753365916409686
2256,2256.0,0.10654169337204139,0.3756983783160517,0.04250281283284569,0.09684697351592894,0.04507116084355403,0.09766792514173221,0.08126898166828377,0.07656721777028166,0.07448795260722052,0.0033469039320601322
2257,2257.0,0.3251077782481222,0.07887000136550001,0.04895316637805493,0.06124698057002555,0.15983667441482302,0.10138776345763884,0.09597630687586817,0.007206705104629872,0.115295517608128,0.0061191059772094485
2258,2258.0,0.07517597188724744,0.38316712689063975,0.06599042078934234,0.10006323249322749,0.21040638319709865,0.03871414174856416,0.06971461807340504,0.02787726398785062,0.012013914433929644,0.016876926498694978
2259,2259.0,0.420768101688123,0.0,0.1428571428455329,0.0,0.1472262035895559,0.07142857142857147,0.08262655826660671,0.0,0.0,0.1350934221816101
2260,2260.0,0.07048745262798109,0.061298081157675946,0.18574676362886344,0.34213169823849965,0.0448904956985811,0.06483530174091486,0.06615060285191823,0.09634798092368373,0.05398671098418206,0.01412491214769973
2261,2261.0,0.11569155350116808,0.28876401981200295,0.04242841664065012,0.12133727162993853,0.06377046637760642,0.061147031051450466,0.10405638612894269,0.08121758755981574,0.1156837010137987,0.005903566284626355
2262,2262.0,0.22642792590732255,0.19939357833119037,0.10289271134932448,0.09147335175588005,0.1814351542700289,0.015890569850718368,0.085999757191177,0.012379209524797546,0.02739249642309145,0.056715245396469244
2263,2263.0,0.09819460199712211,0.13642540737362807,0.19203462878083968,0.10973900612502058,0.13335612740718716,0.09028444541146202,0.14860561631245678,0.04272440777855227,0.04464734764028441,0.0039884111734469485
2264,2264.0,0.03231500305257155,0.18996286803013035,0.052567514434851526,0.1257351261733672,0.07923918354384336,0.07529036720528388,0.17566340598974203,0.17515905432139423,0.06766972874562388,0.026397748503191914
2265,2265.0,0.1174419170573779,0.15471793848806775,0.10763047127827105,0.13730052944815768,0.0856087505804752,0.04299843041597497,0.19411528729545602,0.018454143812486085,0.03649721756271329,0.10523531406101984
2266,2266.0,0.057861882805758325,0.30254283490634476,0.056992082949888286,0.08671724072754684,0.2082604541872672,0.058807429388976,0.09002479666261534,0.04914262669785763,0.05602396163527809,0.03362669003846754
2267,2267.0,0.1524524034579929,0.1089981888004472,0.10281269439291661,0.0937866519638393,0.07645928411932874,0.11535021439424681,0.07378296822949323,0.16783809241170294,0.09293993715705483,0.015579565072977346
2268,2268.0,0.04405391630398904,0.07308058410113953,0.22150503633786928,0.05643532607456865,0.028014885710595613,0.06844345407982382,0.12598748392361114,0.012216372816684227,0.016991323627542507,0.35327161702417614
2269,2269.0,0.14592195459265628,0.1604216510365355,0.09776513141262289,0.040418750564322335,0.025920647566003166,0.18332112507149675,0.08865544342670034,0.13174513729127962,0.12197286197675097,0.003857297061632052
2271,2271.0,0.15441777671115786,0.1071415195840776,0.05089569929315811,0.2298686914231584,0.1342044707638446,0.17446253279891172,0.053189540846982575,0.037372515151765186,0.05098669130437987,0.007460562122564144
2272,2272.0,0.14847003026918593,0.2376965706875143,0.06961807298959517,0.10250883287639737,0.09068771431720905,0.10290671229783463,0.10440373456324287,0.06678538081470503,0.04815291034190715,0.02877004084240842
2273,2273.0,0.16060807944533584,0.1198232317351236,0.037563676489541044,0.0936811980491409,0.08817726130284403,0.08896457502218233,0.11485547595065186,0.06173933224046489,0.178267247790108,0.05631992197460739
2274,2274.0,0.08392845595769023,0.14989500776060738,0.1359612227203476,0.4257011151106819,0.04786353851966435,0.1003246842536666,0.04383153083754711,0.0,0.012494444053001597,7.867933534168901e-10
2275,2275.0,0.0749846948660997,0.18806077107007924,0.06738504851537706,0.06552043079008331,0.12355159051698877,0.10920064133940291,0.1470960504856888,0.05217174736953454,0.11460786641343307,0.05742115863331258
2276,2276.0,0.0751744260637406,0.0210611743214888,0.2742471233625552,0.2385166726021125,0.18918142593968915,0.01818172553677192,0.0772906735967791,0.023802620708477468,0.08029188325383191,0.002252274614553215
2277,2277.0,0.06496668996039119,0.227561761286658,0.06344803261571556,0.09878844345770631,0.23399490539068954,0.09151597550473511,0.08797559953041396,0.054993385963232166,0.07118691173593387,0.005568294554524322
2278,2278.0,0.07426364790179299,0.156621347299203,0.039216433715936035,0.09482398089207789,0.03630341593663738,0.08777662668989229,0.09511623388160106,0.11726927542007165,0.2555528398188249,0.04305619844396307
2279,2279.0,0.06751015882592813,0.46368261405117095,0.03648196549141295,0.1391892594702305,0.07479032031916102,0.06127408350733018,0.06584365771543865,0.03988229441624691,0.041817395195434655,0.009528251007646187
2280,2280.0,0.05864526025092276,0.06994335410907997,0.10726284133140851,0.24346095699961562,0.07213681613685022,0.21796207969675943,0.11128750376779156,0.06264815592440476,0.05181459968148806,0.004838432101679166
2281,2281.0,0.19441168094168004,0.2907765245861105,0.035501362943888816,0.19543670446693195,0.12765848828885318,0.03551101530332,0.023592796863820823,0.012194599814465832,0.08188678969895388,0.0030300370919749964
2282,2282.0,0.16941249025405908,0.19336053023913513,0.1154914858316892,0.13655173928051145,0.06157262631801653,0.18960896373171326,0.03063682462216189,0.024473404466235547,0.03692412783994231,0.041967807416535594
2283,2283.0,0.07915853766112022,0.08200600759188402,0.13848084822335882,0.054893503902386474,0.48200383527624446,0.0388843517271915,0.05025524786237507,0.022085637503933303,0.05066608931821946,0.001565940933286751
2284,2284.0,0.013848180287792005,0.2641218549902302,0.04378385319512093,0.008582884770480234,0.030490711198317325,0.11470281352047465,0.027211354403403262,0.42568507798084804,0.07094156282570378,0.00063170682762962
2285,2285.0,0.1708561834604886,0.2771134018717808,0.04808419528648838,0.2377143290811966,0.0,0.020154830721974194,0.07546558923162638,0.08776513561264447,0.08284633473380063,0.0
2286,2286.0,0.07152582753838481,0.3179743933918687,0.0906086149245892,0.09052008182321598,0.11299570118194865,0.13951533883398493,0.03785100811316603,0.028445471574704936,0.10087732735938928,0.009686235258747266
2287,2287.0,0.029049219664627795,0.023731280650580677,0.0315180282332509,0.03714883085358455,0.09292916915646277,0.008344496120257722,0.09065271804268978,0.3112231713078001,0.20464194852356288,0.17076113744718288
2288,2288.0,0.059877892266957125,0.030205173631568473,0.002729039426904104,0.006772122686496932,0.20789183067301198,0.07563993579474265,0.390390499708716,0.18142112029370025,0.04450787725291287,0.0005645082649895528
2289,2289.0,0.2603518075689532,0.040896991953683924,0.06292708111378689,0.0930710759937858,0.19460850601614296,0.04205420970120628,0.1260590898214794,0.12491829899916991,0.05363121899290822,0.0014817198388833797
2290,2290.0,0.03605313635553258,0.05944021409729492,0.46997643642979703,0.22831865821368258,0.047555107648878214,0.022054171195906434,0.010475523679377163,0.07326208647337541,0.05000229888550472,0.0028623670206510353
